,SERIALNO,AGEP,SCHL,SEX,RAC1P,HINCP,VEH,NP
2021,2017000342396,senior,Graduate,male,white,6,3.0,2.0
2022,2017000342396,adult,Graduate,female,white,6,3.0,2.0
2023,2017000342665,senior,High-school,male,white,8,2.0,2.0
2024,2017000342665,senior,High-school,female,white,8,2.0,2.0
2025,2017000342692,adult,college,male,white,7,2.0,9.0
2026,2017000342692,tenager,below-high,male,white,7,2.0,9.0
2027,2017000342692,tenager,below-high,female,white,7,2.0,9.0
2028,2017000342692,tenager,below-high,female,white,7,2.0,9.0
2029,2017000342692,tenager,below-high,female,white,7,2.0,9.0
2030,2017000342692,tenager,below-high,female,white,7,2.0,9.0
2031,2017000342692,adult,High-school,female,white,7,2.0,9.0
2032,2017000342692,tenager,below-high,female,white,7,2.0,9.0
2033,2017000342692,tenager,below-high,female,white,7,2.0,9.0
2034,2017000343344,adult,High-school,female,white,5,2.0,4.0
2035,2017000343344,adult,High-school,male,white,5,2.0,4.0
2036,2017000343344,tenager,below-high,male,white,5,2.0,4.0
2037,2017000343344,tenager,below-high,female,white,5,2.0,4.0
2038,2017000344239,adult,Bachelor,female,white,8,2.0,5.0
2039,2017000344239,adult,college,male,white,8,2.0,5.0
2040,2017000344239,tenager,below-high,male,white,8,2.0,5.0
2041,2017000344239,tenager,below-high,female,white,8,2.0,5.0
2042,2017000344239,tenager,below-high,female,white,8,2.0,5.0
2043,2017000344896,young-adult,High-school,female,native,3,1.0,2.0
2044,2017000344896,child,below-high,female,native,3,1.0,2.0
2045,2017000345455,young-adult,college,male,white,6,2.0,2.0
2046,2017000345455,young-adult,High-school,female,white,6,2.0,2.0
2047,2017000346415,senior,High-school,female,white,3,1.0,1.0
2048,2017000346435,adult,High-school,male,white,2,2.0,1.0
2049,2017000346493,senior,High-school,male,white,7,2.0,2.0
2050,2017000346493,senior,college,female,white,7,2.0,2.0
2051,2017000346849,senior,Graduate,female,white,6,3.0,3.0
2052,2017000346849,senior,High-school,male,white,6,3.0,3.0
2053,2017000346849,adult,college,male,white,6,3.0,3.0
2054,2017000347253,adult,college,male,white,10,2.0,2.0
2055,2017000347253,adult,college,female,white,10,2.0,2.0
2056,2017000347498,senior,below-high,male,white,3,2.0,1.0
2057,2017000349567,senior,Bachelor,female,white,8,2.0,1.0
2058,2017000349652,adult,below-high,male,white,6,0.0,1.0
2059,2017000349858,adult,High-school,female,white,6,3.0,2.0
2060,2017000349858,adult,High-school,male,white,6,3.0,2.0
2061,2017000349862,adult,college,male,white,8,3.0,5.0
2062,2017000349862,adult,Graduate,female,white,8,3.0,5.0
2063,2017000349862,tenager,below-high,male,white,8,3.0,5.0
2064,2017000349862,tenager,below-high,male,white,8,3.0,5.0
2065,2017000349862,child,below-high,male,white,8,3.0,5.0
2066,2017000349954,adult,Bachelor,female,white,5,2.0,3.0
2067,2017000349954,adult,Bachelor,male,white,5,2.0,3.0
2068,2017000349954,child,below-high,male,white,5,2.0,3.0
2069,2017000350155,senior,college,female,native,2,1.0,3.0
2070,2017000350155,adult,below-high,female,native,2,1.0,3.0
2071,2017000350155,tenager,below-high,male,native,2,1.0,3.0
2072,2017000350416,adult,college,female,native,3,1.0,3.0
2073,2017000350416,tenager,below-high,male,native,3,1.0,3.0
2074,2017000350416,child,below-high,male,native,3,1.0,3.0
2075,2017000351035,adult,Bachelor,female,native,8,2.0,2.0
2076,2017000351035,senior,High-school,male,native,8,2.0,2.0
2077,2017000351078,senior,below-high,male,white,3,3.0,2.0
2078,2017000351078,senior,college,female,white,3,3.0,2.0
2079,2017000351634,senior,High-school,female,white,5,1.0,1.0
2080,2017000351877,adult,college,male,white,5,2.0,7.0
2081,2017000351877,adult,college,female,white,5,2.0,7.0
2082,2017000351877,tenager,below-high,male,white,5,2.0,7.0
2083,2017000351877,tenager,below-high,female,white,5,2.0,7.0
2084,2017000351877,tenager,below-high,female,white,5,2.0,7.0
2085,2017000351877,child,below-high,female,white,5,2.0,7.0
2086,2017000351877,child,below-high,male,white,5,2.0,7.0
2087,2017000352372,senior,college,female,white,2,1.0,1.0
2088,2017000353305,senior,Bachelor,male,white,5,3.0,2.0
2089,2017000353305,senior,High-school,female,white,5,3.0,2.0
2090,2017000353372,adult,college,female,white,3,1.0,1.0
2091,2017000353400,senior,below-high,male,white,3,2.0,1.0
2092,2017000354988,adult,Bachelor,female,white,10,3.0,3.0
2093,2017000354988,adult,Graduate,male,white,10,3.0,3.0
2094,2017000354988,tenager,below-high,male,white,10,3.0,3.0
2095,2017000356281,young-adult,college,female,white,8,3.0,5.0
2096,2017000356281,young-adult,below-high,male,white,8,3.0,5.0
2097,2017000356281,tenager,below-high,male,white,8,3.0,5.0
2098,2017000356281,adult,college,male,white,8,3.0,5.0
2099,2017000356281,adult,Bachelor,female,white,8,3.0,5.0
2100,2017000356533,adult,college,female,white,6,3.0,3.0
2101,2017000356533,tenager,below-high,female,white,6,3.0,3.0
2102,2017000356533,adult,High-school,male,white,6,3.0,3.0
2103,2017000356747,adult,below-high,female,other,2,1.0,5.0
2104,2017000356747,tenager,below-high,female,other,2,1.0,5.0
2105,2017000356747,tenager,below-high,female,other,2,1.0,5.0
2106,2017000356747,tenager,below-high,male,white,2,1.0,5.0
2107,2017000356747,tenager,below-high,female,white,2,1.0,5.0
2108,2017000357502,adult,college,female,white,5,3.0,2.0
2109,2017000357502,senior,below-high,male,white,5,3.0,2.0
2110,2017000357732,adult,High-school,male,white,6,3.0,2.0
2111,2017000357732,senior,below-high,female,white,6,3.0,2.0
2112,2017000358404,adult,Bachelor,female,white,5,3.0,3.0
2113,2017000358404,senior,college,male,white,5,3.0,3.0
2114,2017000358404,tenager,below-high,female,white,5,3.0,3.0
2115,2017000358867,adult,college,female,white,8,3.0,5.0
2116,2017000358867,adult,college,male,white,8,3.0,5.0
2117,2017000358867,tenager,below-high,male,white,8,3.0,5.0
2118,2017000358867,child,below-high,male,white,8,3.0,5.0
2119,2017000358867,child,below-high,female,white,8,3.0,5.0
2120,2017000359145,adult,below-high,female,white,3,2.0,3.0
2121,2017000359145,adult,High-school,male,white,3,2.0,3.0
2122,2017000359145,adult,High-school,male,white,3,2.0,3.0
2123,2017000359723,senior,High-school,male,white,3,3.0,2.0
2124,2017000359723,senior,below-high,female,white,3,3.0,2.0
2125,2017000360389,senior,High-school,female,white,6,3.0,2.0
2126,2017000360389,senior,college,male,white,6,3.0,2.0
2127,2017000360453,senior,Bachelor,male,white,3,3.0,2.0
2128,2017000360453,senior,Graduate,female,native,3,3.0,2.0
2129,2017000360616,adult,Bachelor,female,white,2,1.0,3.0
2130,2017000360616,tenager,below-high,female,white,2,1.0,3.0
2131,2017000360616,child,below-high,female,white,2,1.0,3.0
2132,2017000360658,adult,college,male,white,6,2.0,4.0
2133,2017000360658,adult,college,female,white,6,2.0,4.0
2134,2017000360658,tenager,below-high,female,white,6,2.0,4.0
2135,2017000360658,child,below-high,male,white,6,2.0,4.0
2136,2017000360846,adult,college,female,native,3,1.0,4.0
2137,2017000360846,tenager,below-high,female,native,3,1.0,4.0
2138,2017000360846,adult,High-school,male,native,3,1.0,4.0
2139,2017000360846,tenager,below-high,male,native,3,1.0,4.0
2140,2017000360881,adult,Bachelor,female,white,7,3.0,3.0
2141,2017000360881,adult,college,male,white,7,3.0,3.0
2142,2017000360881,child,below-high,female,white,7,3.0,3.0
2143,2017000360898,senior,High-school,female,white,2,1.0,1.0
2144,2017000362255,adult,college,female,white,8,3.0,5.0
2145,2017000362255,adult,college,male,white,8,3.0,5.0
2146,2017000362255,child,below-high,male,white,8,3.0,5.0
2147,2017000362255,child,below-high,male,white,8,3.0,5.0
2148,2017000362255,child,below-high,female,white,8,3.0,5.0
2149,2017000362355,senior,below-high,female,white,2,1.0,2.0
2150,2017000362355,senior,below-high,male,white,2,1.0,2.0
2151,2017000362932,adult,High-school,male,white,6,3.0,3.0
2152,2017000362932,tenager,below-high,male,white,6,3.0,3.0
2153,2017000362932,young-adult,college,male,white,6,3.0,3.0
2154,2017000364401,adult,college,male,white,7,3.0,6.0
2155,2017000364401,adult,college,female,white,7,3.0,6.0
2156,2017000364401,tenager,below-high,female,white,7,3.0,6.0
2157,2017000364401,tenager,below-high,female,white,7,3.0,6.0
2158,2017000364401,child,below-high,male,white,7,3.0,6.0
2159,2017000364401,child,below-high,male,white,7,3.0,6.0
2160,2017000364498,senior,High-school,male,white,8,1.0,2.0
2161,2017000364498,senior,High-school,female,white,8,1.0,2.0
2162,2017000364591,adult,High-school,male,white,10,3.0,6.0
2163,2017000364591,adult,High-school,female,white,10,3.0,6.0
2164,2017000364591,young-adult,college,male,white,10,3.0,6.0
2165,2017000364591,tenager,below-high,male,white,10,3.0,6.0
2166,2017000364591,tenager,below-high,female,white,10,3.0,6.0
2167,2017000364591,tenager,below-high,male,white,10,3.0,6.0
2168,2017000364610,adult,High-school,female,native,1,0.0,2.0
2169,2017000364610,tenager,below-high,male,native,1,0.0,2.0
2170,2017000364896,senior,college,female,white,3,2.0,1.0
2171,2017000365576,adult,college,male,white,6,1.0,3.0
2172,2017000365576,tenager,below-high,female,other,6,1.0,3.0
2173,2017000365576,tenager,below-high,male,other,6,1.0,3.0
2174,2017000365816,adult,High-school,male,white,7,2.0,2.0
2175,2017000365816,adult,High-school,female,white,7,2.0,2.0
2176,2017000366302,senior,High-school,female,white,4,1.0,1.0
2177,2017000366687,young-adult,college,male,white,6,3.0,3.0
2178,2017000366687,young-adult,Bachelor,female,white,6,3.0,3.0
2179,2017000366687,child,below-high,male,white,6,3.0,3.0
2180,2017000367017,adult,Bachelor,male,white,7,1.0,5.0
2181,2017000367017,tenager,below-high,female,other,7,1.0,5.0
2182,2017000367017,tenager,below-high,male,other,7,1.0,5.0
2183,2017000367017,tenager,below-high,male,other,7,1.0,5.0
2184,2017000367017,tenager,below-high,male,other,7,1.0,5.0
2185,2017000367772,senior,High-school,male,white,4,2.0,1.0
2186,2017000367784,senior,college,male,white,6,2.0,2.0
2187,2017000367784,adult,High-school,female,white,6,2.0,2.0
2188,2017000368675,adult,High-school,male,white,8,2.0,4.0
2189,2017000368675,adult,college,female,white,8,2.0,4.0
2190,2017000368675,tenager,below-high,female,white,8,2.0,4.0
2191,2017000368675,tenager,below-high,female,white,8,2.0,4.0
2192,2017000368787,adult,High-school,male,white,7,3.0,4.0
2193,2017000368787,adult,college,female,white,7,3.0,4.0
2194,2017000368787,tenager,below-high,male,white,7,3.0,4.0
2195,2017000368787,tenager,below-high,female,white,7,3.0,4.0
2196,2017000368841,adult,college,male,white,6,2.0,2.0
2197,2017000368841,adult,Bachelor,female,white,6,2.0,2.0
2198,2017000369265,adult,college,female,white,8,3.0,4.0
2199,2017000369265,adult,college,male,white,8,3.0,4.0
2200,2017000369265,tenager,below-high,female,white,8,3.0,4.0
2201,2017000369265,tenager,below-high,female,white,8,3.0,4.0
2202,2017000370030,adult,High-school,male,white,5,2.0,4.0
2203,2017000370030,tenager,below-high,male,white,5,2.0,4.0
2204,2017000370030,adult,below-high,female,white,5,2.0,4.0
2205,2017000370030,young-adult,below-high,female,white,5,2.0,4.0
2206,2017000370235,adult,High-school,female,white,5,1.0,1.0
2207,2017000371738,adult,Bachelor,male,white,5,2.0,1.0
2208,2017000372012,adult,below-high,male,white,3,2.0,2.0
2209,2017000372012,senior,High-school,female,white,3,2.0,2.0
2210,2017000372782,adult,Bachelor,male,white,8,3.0,4.0
2211,2017000372782,adult,college,female,white,8,3.0,4.0
2212,2017000372782,tenager,below-high,male,white,8,3.0,4.0
2213,2017000372782,tenager,below-high,female,white,8,3.0,4.0
2214,2017000373008,young-adult,High-school,male,white,8,3.0,2.0
2215,2017000373008,young-adult,High-school,male,white,8,3.0,2.0
2216,2017000373129,young-adult,High-school,male,white,3,2.0,2.0
2217,2017000373129,young-adult,High-school,male,white,3,2.0,2.0
2218,2017000373339,adult,High-school,male,white,6,2.0,2.0
2219,2017000373339,adult,High-school,female,white,6,2.0,2.0
2220,2017000373482,adult,Bachelor,male,white,8,2.0,3.0
2221,2017000373482,adult,Bachelor,female,white,8,2.0,3.0
2222,2017000373482,tenager,below-high,female,white,8,2.0,3.0
2223,2017000374257,senior,Bachelor,male,white,9,2.0,2.0
2224,2017000374257,senior,Graduate,female,white,9,2.0,2.0
2225,2017000374367,adult,college,male,white,6,3.0,6.0
2226,2017000374367,adult,college,female,white,6,3.0,6.0
2227,2017000374367,tenager,below-high,male,white,6,3.0,6.0
2228,2017000374367,tenager,below-high,female,white,6,3.0,6.0
2229,2017000374367,tenager,below-high,female,white,6,3.0,6.0
2230,2017000374367,child,below-high,male,white,6,3.0,6.0
2231,2017000375036,adult,college,female,white,7,3.0,2.0
2232,2017000375036,senior,High-school,male,white,7,3.0,2.0
2233,2017000375388,senior,college,male,white,6,2.0,2.0
2234,2017000375388,senior,High-school,female,white,6,2.0,2.0
2235,2017000375944,adult,college,male,white,5,3.0,1.0
2236,2017000376140,adult,Graduate,male,white,8,3.0,5.0
2237,2017000376140,adult,Bachelor,female,white,8,3.0,5.0
2238,2017000376140,young-adult,college,male,white,8,3.0,5.0
2239,2017000376140,young-adult,High-school,female,white,8,3.0,5.0
2240,2017000376140,tenager,below-high,male,white,8,3.0,5.0
2241,2017000376234,senior,below-high,male,white,5,2.0,1.0
2242,2017000376723,senior,college,male,black,6,3.0,3.0
2243,2017000376723,adult,below-high,female,black,6,3.0,3.0
2244,2017000376723,young-adult,High-school,male,black,6,3.0,3.0
2245,2017000376767,adult,college,female,native,3,2.0,4.0
2246,2017000376767,tenager,below-high,male,native,3,2.0,4.0
2247,2017000376767,child,below-high,female,native,3,2.0,4.0
2248,2017000376767,child,below-high,male,native,3,2.0,4.0
2249,2017000376951,senior,college,male,white,5,2.0,1.0
2250,2017000377869,adult,High-school,female,white,6,2.0,3.0
2251,2017000377869,child,below-high,female,white,6,2.0,3.0
2252,2017000377869,adult,High-school,male,white,6,2.0,3.0
2253,2017000378140,adult,Bachelor,male,white,7,2.0,2.0
2254,2017000378140,adult,Bachelor,female,white,7,2.0,2.0
2255,2017000378323,senior,college,female,white,6,2.0,2.0
2256,2017000378323,senior,High-school,male,white,6,2.0,2.0
2257,2017000378331,adult,college,male,white,6,3.0,1.0
2258,2017000378519,adult,Bachelor,male,white,8,2.0,5.0
2259,2017000378519,adult,college,female,white,8,2.0,5.0
2260,2017000378519,tenager,below-high,male,white,8,2.0,5.0
2261,2017000378519,child,below-high,female,white,8,2.0,5.0
2262,2017000378519,child,below-high,male,white,8,2.0,5.0
2263,2017000378751,adult,Graduate,male,white,10,2.0,5.0
2264,2017000378751,adult,Bachelor,female,white,10,2.0,5.0
2265,2017000378751,tenager,below-high,female,white,10,2.0,5.0
2266,2017000378751,tenager,below-high,male,white,10,2.0,5.0
2267,2017000378751,child,below-high,female,black,10,2.0,5.0
2268,2017000378988,adult,Bachelor,male,white,4,1.0,1.0
2269,2017000379266,adult,college,female,white,7,3.0,6.0
2270,2017000379266,adult,High-school,male,white,7,3.0,6.0
2271,2017000379266,tenager,below-high,male,white,7,3.0,6.0
2272,2017000379266,tenager,below-high,male,other,7,3.0,6.0
2273,2017000379266,tenager,below-high,male,native,7,3.0,6.0
2274,2017000379266,tenager,below-high,male,native,7,3.0,6.0
2275,2017000379504,senior,college,female,white,8,3.0,2.0
2276,2017000379504,senior,college,male,white,8,3.0,2.0
2277,2017000380052,adult,college,male,white,5,3.0,1.0
2278,2017000380546,adult,below-high,male,white,5,3.0,3.0
2279,2017000380546,adult,High-school,female,white,5,3.0,3.0
2280,2017000380546,child,below-high,male,white,5,3.0,3.0
2281,2017000381350,young-adult,college,female,white,6,2.0,3.0
2282,2017000381350,child,below-high,female,white,6,2.0,3.0
2283,2017000381350,young-adult,High-school,male,white,6,2.0,3.0
2284,2017000381355,adult,college,male,white,6,1.0,1.0
2285,2017000382235,senior,college,male,white,8,3.0,2.0
2286,2017000382235,senior,Bachelor,female,white,8,3.0,2.0
2287,2017000382633,adult,college,female,white,9,2.0,2.0
2288,2017000382633,adult,college,male,white,9,2.0,2.0
2289,2017000383023,adult,college,male,white,4,3.0,1.0
2290,2017000385260,senior,Bachelor,male,other,10,3.0,2.0
2291,2017000385260,senior,Graduate,female,white,10,3.0,2.0
2292,2017000385604,adult,Bachelor,male,white,5,1.0,3.0
2293,2017000385604,adult,college,female,asian,5,1.0,3.0
2294,2017000385604,adult,college,female,white,5,1.0,3.0
2295,2017000385693,senior,college,male,white,5,3.0,2.0
2296,2017000385693,senior,college,female,asian,5,3.0,2.0
2297,2017000385912,adult,college,male,white,5,2.0,6.0
2298,2017000385912,adult,college,female,white,5,2.0,6.0
2299,2017000385912,child,below-high,female,white,5,2.0,6.0
2300,2017000385912,child,below-high,female,white,5,2.0,6.0
2301,2017000385912,tenager,below-high,male,white,5,2.0,6.0
2302,2017000385912,tenager,below-high,female,white,5,2.0,6.0
2303,2017000386053,adult,High-school,female,white,7,3.0,2.0
2304,2017000386053,senior,High-school,male,white,7,3.0,2.0
2305,2017000386282,adult,college,male,white,5,1.0,1.0
2306,2017000386319,adult,college,male,white,7,3.0,2.0
2307,2017000386319,adult,college,female,white,7,3.0,2.0
2308,2017000386442,senior,Graduate,female,native,2,2.0,3.0
2309,2017000386442,young-adult,below-high,female,native,2,2.0,3.0
2310,2017000386442,child,below-high,male,native,2,2.0,3.0
2311,2017000386475,senior,Bachelor,female,white,2,2.0,1.0
2312,2017000386616,adult,college,male,white,8,3.0,3.0
2313,2017000386616,adult,college,female,white,8,3.0,3.0
2314,2017000386616,tenager,below-high,male,white,8,3.0,3.0
2315,2017000388586,adult,High-school,female,white,7,2.0,2.0
2316,2017000388586,senior,college,male,white,7,2.0,2.0
2317,2017000388638,adult,college,male,white,7,3.0,6.0
2318,2017000388638,adult,college,female,white,7,3.0,6.0
2319,2017000388638,tenager,below-high,female,white,7,3.0,6.0
2320,2017000388638,tenager,below-high,male,white,7,3.0,6.0
2321,2017000388638,tenager,below-high,male,white,7,3.0,6.0
2322,2017000388638,child,below-high,male,white,7,3.0,6.0
2323,2017000388797,senior,Graduate,female,other,2,1.0,1.0
2324,2017000388845,senior,college,female,white,5,3.0,2.0
2325,2017000388845,young-adult,High-school,female,white,5,3.0,2.0
