,SERIALNO,NP,VEH,HINCP,WIF
2608,2017000939830,1,1.0,245900.0,
2609,2017000940198,1,0.0,8800.0,
2610,2017000940451,2,3.0,71000.0,
2611,2017000940701,2,2.0,86500.0,
2612,2017000940832,2,1.0,66500.0,1.0
2613,2017000941572,1,1.0,7900.0,
2614,2017000941601,0,,,
2615,2017000941631,4,1.0,43060.0,2.0
2616,2017000941647,2,3.0,44900.0,0.0
2617,2017000941700,0,,,
2618,2017000941855,0,,,
2619,2017000942188,1,2.0,26600.0,
2620,2017000942554,1,3.0,19400.0,
2621,2017000942707,2,2.0,30900.0,2.0
2622,2017000942759,1,2.0,40000.0,
2623,2017000943055,5,6.0,74000.0,2.0
2624,2017000943227,2,3.0,76000.0,2.0
2625,2017000943281,2,2.0,39000.0,2.0
2626,2017000943302,3,2.0,85800.0,2.0
2627,2017000943379,2,3.0,122200.0,2.0
2628,2017000943418,0,,,
2629,2017000943894,1,3.0,98000.0,
2630,2017000944292,1,0.0,20000.0,
2631,2017000944854,0,,,
2632,2017000945110,1,2.0,53200.0,
2633,2017000945319,1,1.0,1400.0,
2634,2017000945354,3,3.0,45000.0,1.0
2635,2017000945639,2,2.0,78200.0,2.0
2636,2017000946075,4,1.0,34750.0,1.0
2637,2017000946127,1,1.0,40000.0,
2638,2017000946201,1,0.0,8700.0,
2639,2017000946495,1,1.0,91000.0,
2640,2017000946567,1,1.0,50000.0,
2641,2017000946609,1,0.0,7800.0,
2642,2017000946738,2,3.0,130000.0,1.0
2643,2017000946889,2,2.0,68000.0,0.0
2644,2017000947162,2,2.0,71000.0,1.0
2645,2017000947836,2,5.0,349000.0,1.0
2646,2017000948118,2,2.0,79800.0,2.0
2647,2017000948148,2,2.0,53000.0,0.0
2648,2017000949056,8,2.0,25500.0,2.0
2649,2017000949146,2,2.0,122200.0,2.0
2650,2017000949814,1,0.0,16000.0,
2651,2017000950560,3,3.0,100000.0,2.0
2652,2017000950718,1,3.0,26800.0,
2653,2017000950729,0,,,
2654,2017000950790,4,3.0,26080.0,2.0
2655,2017000951302,4,3.0,68000.0,2.0
2656,2017000951329,2,3.0,104000.0,2.0
2657,2017000951512,4,2.0,30840.0,2.0
2658,2017000951580,2,4.0,130000.0,1.0
2659,2017000952332,0,,,
2660,2017000952439,2,2.0,140800.0,2.0
2661,2017000953893,1,2.0,11310.0,
2662,2017000955402,1,1.0,0.0,
2663,2017000955448,1,1.0,440000.0,
2664,2017000955517,2,4.0,50620.0,1.0
2665,2017000955659,2,2.0,61800.0,1.0
2666,2017000955878,2,2.0,58100.0,0.0
2667,2017000956242,2,1.0,11100.0,
2668,2017000957283,1,1.0,8500.0,
2669,2017000957290,2,1.0,55100.0,
2670,2017000957742,1,1.0,33000.0,
2671,2017000957880,0,,,
2672,2017000959111,2,6.0,44400.0,0.0
2673,2017000959143,2,1.0,95000.0,1.0
2674,2017000959234,1,2.0,34200.0,
2675,2017000959744,3,2.0,61000.0,3.0
2676,2017000960086,1,2.0,50000.0,
2677,2017000960164,1,0.0,1940.0,
2678,2017000961392,4,3.0,84000.0,2.0
2679,2017000961511,2,2.0,31500.0,2.0
2680,2017000962036,1,2.0,44900.0,
2681,2017000962063,4,2.0,50000.0,1.0
2682,2017000962382,2,2.0,85300.0,1.0
2683,2017000962497,2,3.0,73700.0,2.0
2684,2017000963629,0,,,
2685,2017000963743,1,1.0,22000.0,
2686,2017000963914,1,2.0,10200.0,
2687,2017000963931,2,3.0,89000.0,2.0
2688,2017000964083,1,4.0,288000.0,
2689,2017000964211,1,1.0,24400.0,
2690,2017000964252,1,1.0,62000.0,
2691,2017000964821,0,,,
2692,2017000964919,5,5.0,95000.0,3.0
2693,2017000965083,1,3.0,60000.0,
2694,2017000965434,1,2.0,30000.0,
2695,2017000965562,0,,,
2696,2017000965811,3,4.0,110400.0,2.0
2697,2017000965902,2,1.0,380000.0,0.0
2698,2017000966195,4,2.0,374200.0,2.0
2699,2017000966455,1,3.0,33000.0,
2700,2017000966814,7,6.0,129000.0,3.0
2701,2017000967540,0,,,
2702,2017000967787,1,2.0,36000.0,
2703,2017000967968,2,2.0,82200.0,
2704,2017000968055,4,4.0,115000.0,2.0
2705,2017000968211,2,3.0,88300.0,2.0
2706,2017000968218,1,1.0,101000.0,
2707,2017000968469,2,0.0,0.0,0.0
2708,2017000968606,5,3.0,90000.0,2.0
2709,2017000968617,2,2.0,161000.0,0.0
2710,2017000968815,0,,,
2711,2017000968863,2,2.0,28700.0,0.0
2712,2017000969081,6,5.0,167600.0,3.0
2713,2017000969270,3,3.0,126400.0,3.0
2714,2017000970059,2,2.0,83020.0,2.0
2715,2017000970509,4,3.0,78000.0,2.0
2716,2017000971476,2,4.0,174000.0,2.0
2717,2017000971693,0,,,
2718,2017000972536,2,4.0,89000.0,2.0
2719,2017000972626,3,1.0,40500.0,1.0
2720,2017000972701,2,2.0,99000.0,0.0
2721,2017000972711,5,2.0,45700.0,3.0
2722,2017000972851,1,1.0,15100.0,
2723,2017000973659,5,3.0,65200.0,2.0
2724,2017000974021,2,1.0,32000.0,
2725,2017000974291,5,3.0,128000.0,2.0
2726,2017000974536,2,2.0,78200.0,0.0
2727,2017000974649,2,1.0,143340.0,2.0
2728,2017000974877,5,2.0,70000.0,1.0
2729,2017000976689,1,2.0,18400.0,
2730,2017000976721,2,2.0,115000.0,2.0
2731,2017000977115,2,2.0,60000.0,
2732,2017000977274,2,6.0,359700.0,0.0
2733,2017000977305,2,2.0,28000.0,0.0
2734,2017000977528,4,3.0,160000.0,2.0
2735,2017000978076,1,1.0,11900.0,
2736,2017000978130,4,3.0,105000.0,2.0
2737,2017000978141,1,0.0,8400.0,
2738,2017000978455,2,1.0,61200.0,0.0
2739,2017000978949,1,0.0,21000.0,
2740,2017000979573,1,1.0,67600.0,
2741,2017000979986,2,2.0,13100.0,1.0
2742,2017000980012,1,3.0,36500.0,
2743,2017000980018,1,1.0,48000.0,
2744,2017000980456,2,2.0,69500.0,1.0
2745,2017000980797,2,1.0,71700.0,0.0
2746,2017000981049,0,,,
2747,2017000982407,4,4.0,48000.0,
2748,2017000982781,6,2.0,113000.0,2.0
2749,2017000983755,2,1.0,16800.0,1.0
2750,2017000984309,1,1.0,38300.0,
2751,2017000984329,3,2.0,18000.0,1.0
2752,2017000984844,1,1.0,47480.0,
2753,2017000984866,3,2.0,70750.0,2.0
2754,2017000985194,2,2.0,67000.0,0.0
2755,2017000985410,0,,,
2756,2017000985481,0,,,
2757,2017000985869,3,3.0,129000.0,3.0
2758,2017000985870,1,1.0,53000.0,
2759,2017000985967,1,1.0,38500.0,
2760,2017000987445,3,5.0,99000.0,2.0
2761,2017000987749,1,0.0,15200.0,
2762,2017000988673,4,0.0,28500.0,0.0
2763,2017000989059,5,3.0,30000.0,2.0
2764,2017000989180,1,1.0,60000.0,
2765,2017000989367,5,2.0,5300.0,2.0
2766,2017000989671,4,5.0,142000.0,3.0
2767,2017000989735,0,,,
2768,2017000989743,6,3.0,419200.0,3.0
2769,2017000989971,2,1.0,23310.0,0.0
2770,2017000990721,1,1.0,25000.0,
2771,2017000990846,1,2.0,36000.0,
2772,2017000990855,1,1.0,28000.0,
2773,2017000990884,3,2.0,53450.0,2.0
2774,2017000991689,0,,,
2775,2017000991836,1,3.0,40000.0,
2776,2017000991952,1,2.0,55000.0,
2777,2017000992417,3,0.0,13200.0,0.0
2778,2017000992590,2,3.0,29200.0,2.0
2779,2017000994522,1,2.0,20000.0,
2780,2017000994848,1,2.0,32000.0,
2781,2017000994960,2,2.0,46600.0,0.0
2782,2017000995052,2,6.0,56800.0,1.0
2783,2017000995116,1,1.0,58000.0,
2784,2017000995192,6,3.0,167000.0,3.0
2785,2017000995292,1,1.0,42100.0,
2786,2017000995487,0,,,
2787,2017000995571,0,,,
2788,2017000996197,0,,,
2789,2017000996411,3,3.0,256000.0,3.0
2790,2017000996532,1,5.0,40000.0,
2791,2017000996585,0,,,
2792,2017000997483,6,4.0,61000.0,2.0
2793,2017000997580,3,2.0,82000.0,1.0
2794,2017000997728,2,2.0,95500.0,1.0
2795,2017000998032,2,3.0,85000.0,2.0
2796,2017000998586,2,2.0,85580.0,1.0
2797,2017000998607,1,0.0,20000.0,
2798,2017000999362,2,2.0,160700.0,0.0
2799,2017001000100,2,2.0,249000.0,2.0
2800,2017001000325,1,1.0,21100.0,
2801,2017001000649,1,1.0,90000.0,
2802,2017001000684,2,3.0,15000.0,
2803,2017001001600,1,2.0,27600.0,
2804,2017001001738,4,4.0,87000.0,2.0
2805,2017001002532,2,2.0,50800.0,0.0
2806,2017001002687,1,2.0,60380.0,
2807,2017001002945,2,1.0,20900.0,1.0
2808,2017001003178,7,0.0,0.0,0.0
2809,2017001003325,4,3.0,97000.0,2.0
2810,2017001003357,1,1.0,45000.0,
2811,2017001003754,3,4.0,611000.0,2.0
2812,2017001004097,1,1.0,25000.0,
2813,2017001004260,2,3.0,241000.0,1.0
2814,2017001004355,1,2.0,148000.0,
2815,2017001004754,2,3.0,133700.0,2.0
2816,2017001004919,2,2.0,234400.0,2.0
2817,2017001005135,2,4.0,108300.0,2.0
2818,2017001005244,3,2.0,71300.0,2.0
2819,2017001005456,5,4.0,170600.0,3.0
2820,2017001005602,1,1.0,26700.0,
2821,2017001005820,1,6.0,1100.0,
2822,2017001006046,2,3.0,90000.0,2.0
2823,2017001006160,2,5.0,77300.0,2.0
2824,2017001007173,0,,,
2825,2017001007420,9,5.0,80900.0,3.0
2826,2017001007515,2,3.0,76000.0,2.0
2827,2017001008613,1,1.0,50000.0,
2828,2017001008646,0,,,
2829,2017001009249,2,2.0,70400.0,0.0
2830,2017001009502,1,1.0,10000.0,
2831,2017001009546,6,3.0,59000.0,3.0
2832,2017001010659,2,2.0,35700.0,0.0
2833,2017001011224,4,5.0,121000.0,3.0
2834,2017001011746,2,2.0,80000.0,2.0
2835,2017001012106,3,3.0,63400.0,3.0
2836,2017001012477,2,3.0,32910.0,2.0
2837,2017001012539,3,3.0,75700.0,1.0
2838,2017001012643,9,2.0,74300.0,2.0
2839,2017001012656,1,2.0,108000.0,
2840,2017001012851,4,2.0,96000.0,2.0
2841,2017001012958,1,2.0,30000.0,
2842,2017001012985,0,,,
2843,2017001013435,2,3.0,33600.0,0.0
2844,2017001013709,2,2.0,74100.0,1.0
2845,2017001013812,3,1.0,20000.0,1.0
2846,2017001014059,3,2.0,50000.0,1.0
2847,2017001014080,2,2.0,100000.0,1.0
2848,2017001014504,1,2.0,22000.0,
2849,2017001014658,3,3.0,85000.0,2.0
2850,2017001014778,0,,,
2851,2017001014940,1,3.0,60000.0,
2852,2017001015222,2,2.0,73000.0,
2853,2017001015356,2,2.0,244000.0,1.0
2854,2017001015863,2,2.0,49000.0,0.0
2855,2017001016688,5,2.0,116000.0,2.0
2856,2017001017406,0,,,
2857,2017001018237,1,2.0,17600.0,
2858,2017001018860,1,1.0,47800.0,
2859,2017001019082,2,2.0,35000.0,1.0
2860,2017001019120,4,4.0,352000.0,1.0
2861,2017001019452,1,1.0,47000.0,
2862,2017001019482,4,2.0,92300.0,2.0
2863,2017001019502,6,2.0,96000.0,2.0
2864,2017001019507,5,2.0,104000.0,2.0
2865,2017001019760,4,2.0,31500.0,2.0
2866,2017001019913,3,3.0,77000.0,
2867,2017001020053,2,2.0,68000.0,
2868,2017001020061,1,2.0,74000.0,
2869,2017001020489,4,3.0,136000.0,2.0
2870,2017001020545,0,,,
2871,2017001020555,2,0.0,0.0,0.0
2872,2017001020647,2,2.0,87450.0,0.0
2873,2017001021171,4,4.0,127000.0,3.0
2874,2017001021478,1,1.0,30000.0,
2875,2017001022022,1,1.0,29000.0,
2876,2017001022151,0,,,
2877,2017001022184,5,4.0,53000.0,2.0
2878,2017001022780,4,4.0,88300.0,3.0
2879,2017001022923,2,2.0,54900.0,1.0
2880,2017001022952,6,3.0,98900.0,3.0
2881,2017001023426,1,1.0,17000.0,
2882,2017001023820,2,2.0,101000.0,2.0
2883,2017001023840,7,2.0,22580.0,1.0
2884,2017001024463,3,6.0,65200.0,
2885,2017001024723,5,5.0,161600.0,3.0
2886,2017001024846,3,2.0,101300.0,3.0
2887,2017001025075,2,3.0,27800.0,1.0
2888,2017001025303,2,2.0,55000.0,
2889,2017001025469,2,2.0,67400.0,2.0
2890,2017001025700,1,0.0,300.0,
2891,2017001026499,2,2.0,85000.0,2.0
2892,2017001027128,5,5.0,31800.0,2.0
2893,2017001028367,4,4.0,95300.0,2.0
2894,2017001028376,0,,,
2895,2017001028834,2,2.0,52700.0,1.0
2896,2017001029081,2,1.0,99000.0,1.0
2897,2017001029409,4,3.0,60000.0,2.0
2898,2017001029437,0,,,
2899,2017001029940,2,3.0,20800.0,0.0
2900,2017001030268,2,1.0,105600.0,0.0
2901,2017001030526,1,2.0,30000.0,
2902,2017001030897,5,3.0,92700.0,3.0
2903,2017001031489,3,3.0,99000.0,3.0
2904,2017001031545,4,3.0,122500.0,2.0
2905,2017001031558,1,1.0,35100.0,
2906,2017001031911,4,1.0,50000.0,1.0
2907,2017001031937,1,2.0,82600.0,
2908,2017001032032,2,2.0,54000.0,2.0
2909,2017001032114,1,1.0,55000.0,
2910,2017001032422,1,1.0,13800.0,
2911,2017001032804,2,1.0,9000.0,1.0
2912,2017001033186,1,1.0,60000.0,
2913,2017001033198,2,2.0,46900.0,0.0
2914,2017001033348,0,,,
2915,2017001034203,2,2.0,22900.0,0.0
2916,2017001034286,2,1.0,45000.0,0.0
2917,2017001034480,5,4.0,295600.0,2.0
2918,2017001034686,2,3.0,92000.0,2.0
2919,2017001034859,1,3.0,23200.0,
2920,2017001035592,1,0.0,62000.0,
2921,2017001036238,1,1.0,45770.0,
2922,2017001036506,1,2.0,6000.0,
2923,2017001037002,5,2.0,80000.0,1.0
2924,2017001037389,2,2.0,26200.0,1.0
2925,2017001037497,0,,,
2926,2017001037756,2,2.0,27000.0,1.0
2927,2017001038238,1,0.0,0.0,
2928,2017001038619,2,2.0,64700.0,1.0
2929,2017001038950,1,2.0,65000.0,
2930,2017001039269,4,1.0,29000.0,1.0
2931,2017001039441,2,2.0,388000.0,1.0
2932,2017001039477,3,2.0,91500.0,2.0
2933,2017001039511,0,,,
2934,2017001040130,0,,,
2935,2017001040404,2,2.0,50000.0,1.0
2936,2017001040545,5,2.0,80000.0,2.0
2937,2017001040682,3,2.0,88500.0,1.0
2938,2017001040740,5,2.0,90000.0,2.0
2939,2017001040847,1,0.0,0.0,
2940,2017001041216,2,3.0,50000.0,1.0
2941,2017001041223,2,2.0,64700.0,1.0
2942,2017001041559,0,,,
2943,2017001041573,0,,,
2944,2017001042105,2,2.0,70000.0,2.0
2945,2017001042782,2,2.0,109800.0,0.0
2946,2017001043217,1,1.0,31400.0,
2947,2017001043368,5,3.0,111000.0,3.0
2948,2017001043457,0,,,
2949,2017001043461,2,5.0,84200.0,2.0
2950,2017001044351,6,2.0,63000.0,2.0
2951,2017001044597,2,3.0,122500.0,2.0
2952,2017001045098,2,2.0,18200.0,1.0
2953,2017001045654,2,6.0,64000.0,2.0
2954,2017001045907,1,2.0,18700.0,
2955,2017001046649,2,2.0,378700.0,0.0
2956,2017001047212,1,1.0,15000.0,
2957,2017001047365,2,2.0,159000.0,2.0
2958,2017001047469,2,2.0,46000.0,1.0
2959,2017001047534,2,2.0,68000.0,2.0
2960,2017001047676,3,4.0,52800.0,
2961,2017001048167,2,0.0,15000.0,1.0
2962,2017001048174,1,1.0,26000.0,
2963,2017001048253,0,,,
2964,2017001048313,2,2.0,87000.0,2.0
2965,2017001048511,4,5.0,88800.0,3.0
2966,2017001049332,2,2.0,348000.0,1.0
2967,2017001049602,2,3.0,82500.0,1.0
2968,2017001049914,2,1.0,9100.0,0.0
2969,2017001050239,1,0.0,31100.0,
2970,2017001050282,2,2.0,57000.0,
2971,2017001051241,0,,,
2972,2017001052010,2,1.0,33700.0,1.0
2973,2017001052054,4,3.0,38400.0,1.0
2974,2017001053050,1,1.0,55000.0,
2975,2017001053136,2,3.0,128800.0,2.0
2976,2017001053328,0,,,
2977,2017001054401,5,3.0,76000.0,2.0
2978,2017001054475,4,4.0,123800.0,3.0
2979,2017001054526,3,3.0,245000.0,3.0
2980,2017001055035,1,1.0,49860.0,
2981,2017001055237,2,2.0,96200.0,1.0
2982,2017001055387,2,3.0,121600.0,2.0
2983,2017001055669,2,2.0,24860.0,0.0
2984,2017001055751,4,3.0,63800.0,2.0
2985,2017001056377,1,1.0,21000.0,
2986,2017001056464,0,,,
2987,2017001056787,2,1.0,81000.0,0.0
2988,2017001056872,3,1.0,30000.0,1.0
2989,2017001056903,1,1.0,0.0,
2990,2017001057433,1,1.0,14800.0,
2991,2017001058381,1,1.0,24300.0,
2992,2017001058442,0,,,
2993,2017001058553,4,3.0,190200.0,3.0
2994,2017001058999,1,1.0,2000.0,
2995,2017001059061,1,1.0,22800.0,
2996,2017001059592,4,2.0,106900.0,3.0
2997,2017001059804,1,1.0,38000.0,
2998,2017001059820,6,3.0,70000.0,1.0
2999,2017001059930,2,3.0,82400.0,2.0
3000,2017001060392,1,0.0,16400.0,
3001,2017001060535,1,1.0,50000.0,
3002,2017001060971,2,6.0,89400.0,0.0
3003,2017001061576,1,2.0,59800.0,
3004,2017001061693,1,1.0,35000.0,
3005,2017001062296,3,2.0,70200.0,2.0
3006,2017001062372,2,2.0,113070.0,2.0
3007,2017001062421,1,1.0,24000.0,
3008,2017001062915,0,,,
3009,2017001063312,1,1.0,52000.0,
3010,2017001063619,2,2.0,17200.0,0.0
3011,2017001063846,2,2.0,54000.0,1.0
3012,2017001064410,1,1.0,20600.0,
3013,2017001064436,1,1.0,12000.0,
3014,2017001064668,0,,,
3015,2017001065125,2,2.0,46000.0,
3016,2017001065217,3,4.0,140000.0,3.0
3017,2017001065267,1,0.0,12000.0,
3018,2017001065598,3,2.0,49400.0,
3019,2017001065663,2,2.0,28900.0,0.0
3020,2017001066064,0,,,
3021,2017001066488,1,1.0,15000.0,
3022,2017001066555,0,,,
3023,2017001066706,3,4.0,62900.0,0.0
3024,2017001067865,1,1.0,20000.0,
3025,2017001068327,2,2.0,106300.0,2.0
3026,2017001068485,3,2.0,55000.0,1.0
3027,2017001068504,1,1.0,18000.0,
3028,2017001068826,4,2.0,68000.0,2.0
3029,2017001069721,2,3.0,54000.0,
3030,2017001069744,1,2.0,9600.0,
3031,2017001069789,3,2.0,176000.0,3.0
3032,2017001070035,4,2.0,75900.0,2.0
3033,2017001070531,1,1.0,27300.0,
3034,2017001070969,1,2.0,7250.0,
3035,2017001071449,2,2.0,87700.0,2.0
3036,2017001072286,4,2.0,130000.0,2.0
3037,2017001072431,2,2.0,73100.0,2.0
3038,2017001072700,5,3.0,44900.0,1.0
3039,2017001072843,2,3.0,52200.0,0.0
3040,2017001072951,4,4.0,96600.0,3.0
3041,2017001073738,2,2.0,37650.0,2.0
3042,2017001074102,1,2.0,50000.0,
3043,2017001074334,2,3.0,12000.0,0.0
3044,2017001074650,2,2.0,51520.0,2.0
3045,2017001074740,1,1.0,28300.0,
3046,2017001074749,2,2.0,74700.0,0.0
3047,2017001074870,1,1.0,27600.0,
3048,2017001075168,1,1.0,20000.0,
3049,2017001075183,2,2.0,55600.0,2.0
3050,2017001076177,2,2.0,61300.0,2.0
3051,2017001076263,1,0.0,9460.0,
3052,2017001077210,0,,,
3053,2017001077685,1,0.0,19600.0,
3054,2017001077795,4,4.0,13410.0,
3055,2017001077885,2,1.0,16800.0,1.0
3056,2017001077896,4,4.0,183000.0,
3057,2017001077992,1,2.0,35000.0,
3058,2017001078199,6,5.0,87000.0,2.0
3059,2017001078251,2,1.0,24000.0,
3060,2017001078446,2,2.0,56600.0,0.0
3061,2017001078523,2,2.0,161300.0,2.0
3062,2017001079188,2,2.0,58980.0,1.0
3063,2017001079395,2,2.0,28700.0,1.0
3064,2017001079696,2,2.0,120510.0,2.0
3065,2017001080095,2,2.0,51900.0,2.0
3066,2017001080197,2,2.0,70590.0,0.0
3067,2017001081223,2,4.0,45660.0,0.0
3068,2017001081235,3,1.0,18000.0,1.0
3069,2017001081930,0,,,
3070,2017001081988,5,3.0,170000.0,2.0
3071,2017001082554,2,2.0,18700.0,0.0
3072,2017001082879,5,2.0,81000.0,3.0
3073,2017001083262,3,4.0,67300.0,1.0
3074,2017001084147,0,,,
3075,2017001084355,1,1.0,68000.0,
3076,2017001084614,1,1.0,22700.0,
3077,2017001084619,2,3.0,70000.0,2.0
3078,2017001085326,2,5.0,100000.0,2.0
3079,2017001085617,3,3.0,63000.0,2.0
3080,2017001085901,2,3.0,98000.0,2.0
3081,2017001085923,3,2.0,44000.0,1.0
3082,2017001086065,2,2.0,260000.0,0.0
3083,2017001086139,2,1.0,34300.0,1.0
3084,2017001086392,0,,,
3085,2017001086443,6,2.0,25030.0,1.0
3086,2017001086602,1,2.0,60000.0,
3087,2017001086957,2,3.0,80600.0,2.0
3088,2017001087215,2,1.0,21600.0,0.0
3089,2017001087349,3,1.0,75000.0,1.0
3090,2017001087609,1,1.0,15700.0,
3091,2017001087712,1,3.0,45000.0,
3092,2017001087726,0,,,
3093,2017001088147,2,4.0,65400.0,1.0
3094,2017001089247,4,1.0,12300.0,2.0
3095,2017001089820,2,2.0,48000.0,
3096,2017001090625,5,3.0,89000.0,2.0
3097,2017001090946,1,0.0,10500.0,
3098,2017001091073,2,2.0,75700.0,1.0
3099,2017001091234,5,4.0,6000.0,1.0
3100,2017001091869,0,,,
3101,2017001092148,4,3.0,40000.0,2.0
3102,2017001092272,2,2.0,71500.0,2.0
3103,2017001092640,2,2.0,79200.0,0.0
3104,2017001092680,4,5.0,80000.0,1.0
3105,2017001093290,2,2.0,137000.0,2.0
3106,2017001093834,2,2.0,85000.0,2.0
3107,2017001093885,1,2.0,25400.0,
3108,2017001094719,2,2.0,110000.0,2.0
3109,2017001094723,2,2.0,103500.0,0.0
3110,2017001094786,4,4.0,70000.0,2.0
3111,2017001095081,1,2.0,53200.0,
3112,2017001095287,1,2.0,25000.0,
3113,2017001095333,2,3.0,25400.0,0.0
3114,2017001095760,2,2.0,87000.0,2.0
3115,2017001096205,2,3.0,78000.0,2.0
3116,2017001096963,0,,,
3117,2017001097338,2,3.0,92000.0,1.0
3118,2017001097588,2,4.0,79800.0,2.0
3119,2017001097698,3,3.0,111700.0,2.0
3120,2017001097772,3,2.0,31000.0,2.0
3121,2017001098189,1,1.0,1600.0,
3122,2017001098380,1,3.0,55500.0,
3123,2017001099126,4,2.0,14500.0,0.0
3124,2017001099148,2,2.0,36800.0,0.0
3125,2017001099175,0,,,
3126,2017001099333,1,2.0,104400.0,
3127,2017001099352,4,4.0,133000.0,3.0
3128,2017001100100,1,1.0,101500.0,
3129,2017001100588,4,1.0,75000.0,1.0
3130,2017001101013,4,2.0,62000.0,2.0
3131,2017001101669,0,,,
3132,2017001101705,2,3.0,44500.0,1.0
3133,2017001102060,2,2.0,20950.0,2.0
3134,2017001102141,1,1.0,5140.0,
3135,2017001102229,3,2.0,107000.0,2.0
3136,2017001102326,2,3.0,100100.0,1.0
3137,2017001102423,1,2.0,9200.0,
3138,2017001102646,5,1.0,33000.0,1.0
3139,2017001103192,0,,,
3140,2017001104101,0,,,
3141,2017001105047,2,1.0,18530.0,1.0
3142,2017001105473,2,5.0,68000.0,2.0
3143,2017001105734,0,,,
3144,2017001105995,5,2.0,54170.0,2.0
3145,2017001106288,1,1.0,8300.0,
3146,2017001107010,1,1.0,12400.0,
3147,2017001107588,0,,,
3148,2017001107641,2,2.0,12000.0,0.0
3149,2017001107914,3,3.0,17800.0,0.0
3150,2017001109174,0,,,
3151,2017001109843,2,4.0,80500.0,2.0
3152,2017001110008,3,3.0,93610.0,3.0
3153,2017001110862,3,5.0,89900.0,3.0
3154,2017001112211,6,6.0,35500.0,
3155,2017001112404,0,,,
3156,2017001112438,1,2.0,360000.0,
3157,2017001112976,4,3.0,56000.0,2.0
3158,2017001113114,1,1.0,25000.0,
3159,2017001113675,2,2.0,33100.0,0.0
3160,2017001113853,0,,,
3161,2017001115661,2,3.0,159400.0,2.0
3162,2017001115842,1,1.0,89660.0,
3163,2017001117593,2,2.0,65100.0,2.0
3164,2017001117614,4,3.0,16600.0,3.0
3165,2017001117648,2,2.0,63500.0,2.0
3166,2017001117725,2,2.0,24000.0,1.0
3167,2017001118283,1,1.0,52000.0,
3168,2017001119133,1,1.0,11800.0,
3169,2017001119167,1,3.0,45600.0,
3170,2017001119341,2,2.0,132300.0,2.0
3171,2017001120721,1,2.0,33000.0,
3172,2017001121305,3,2.0,31000.0,3.0
3173,2017001121921,2,1.0,36000.0,1.0
3174,2017001122706,2,2.0,76800.0,2.0
3175,2017001123046,4,2.0,234400.0,2.0
3176,2017001123881,4,4.0,24000.0,2.0
3177,2017001124153,0,,,
3178,2017001124562,2,2.0,56200.0,2.0
3179,2017001124606,3,2.0,15900.0,0.0
3180,2017001124913,6,6.0,111000.0,3.0
3181,2017001125158,1,1.0,49900.0,
3182,2017001125598,2,2.0,47700.0,0.0
3183,2017001126354,3,1.0,23500.0,1.0
3184,2017001126582,2,1.0,24500.0,0.0
3185,2017001127075,2,2.0,55000.0,1.0
3186,2017001127311,0,,,
3187,2017001127775,0,,,
3188,2017001127793,2,2.0,353000.0,2.0
3189,2017001128283,3,2.0,41000.0,1.0
3190,2017001128557,4,4.0,109930.0,3.0
3191,2017001129354,6,2.0,156300.0,2.0
3192,2017001129544,2,2.0,47700.0,2.0
3193,2017001129584,2,4.0,14500.0,0.0
3194,2017001129669,1,1.0,24000.0,
3195,2017001130368,3,1.0,20300.0,1.0
3196,2017001130907,3,3.0,90000.0,2.0
3197,2017001131490,2,2.0,103000.0,2.0
3198,2017001131511,5,4.0,108000.0,3.0
3199,2017001132320,0,,,
3200,2017001132456,2,3.0,97800.0,2.0
3201,2017001132953,2,5.0,32200.0,1.0
3202,2017001133327,2,3.0,60600.0,2.0
3203,2017001133602,2,4.0,259000.0,0.0
3204,2017001134017,2,2.0,114000.0,0.0
3205,2017001135145,4,4.0,102800.0,3.0
3206,2017001135704,4,2.0,228500.0,2.0
3207,2017001136317,2,3.0,95000.0,
3208,2017001136909,5,3.0,170400.0,3.0
3209,2017001137083,2,2.0,19200.0,0.0
3210,2017001137293,1,2.0,49900.0,
3211,2017001137821,1,1.0,34000.0,
3212,2017001138026,3,2.0,90000.0,2.0
3213,2017001138122,1,2.0,43030.0,
3214,2017001138202,2,2.0,53000.0,2.0
3215,2017001138530,2,3.0,46390.0,2.0
3216,2017001138718,2,2.0,119500.0,2.0
3217,2017001138949,5,2.0,121000.0,2.0
3218,2017001139327,2,3.0,63000.0,
3219,2017001139519,2,2.0,98500.0,2.0
3220,2017001139855,1,1.0,9900.0,
3221,2017001140254,1,2.0,16600.0,
3222,2017001141414,0,,,
3223,2017001141914,4,2.0,45500.0,2.0
3224,2017001141937,1,1.0,83500.0,
3225,2017001142480,4,2.0,46090.0,2.0
3226,2017001142798,4,2.0,60000.0,2.0
3227,2017001143406,2,3.0,44000.0,2.0
3228,2017001143435,4,3.0,86800.0,
3229,2017001143502,2,2.0,157000.0,1.0
3230,2017001143569,2,4.0,111000.0,2.0
3231,2017001143761,4,3.0,89000.0,2.0
3232,2017001144138,3,2.0,61000.0,2.0
3233,2017001144907,2,2.0,84800.0,1.0
3234,2017001145256,4,3.0,83000.0,2.0
3235,2017001145645,2,3.0,69000.0,
3236,2017001145699,2,4.0,75500.0,2.0
3237,2017001145754,6,3.0,32000.0,1.0
3238,2017001146421,1,1.0,12900.0,
3239,2017001146697,5,5.0,20000.0,
3240,2017001147016,4,2.0,146100.0,2.0
3241,2017001147101,3,3.0,73000.0,2.0
3242,2017001147123,1,1.0,27000.0,
