Household Identifier,Person Identifier,"Incrementing travel day trip number, starting at 1 for each person in the file",Trip Start Time (HHMM),Trip End Time (HHMM),Trip Duration in Minutes,"Trip distance in miles, derived from route geometry returned by Google Maps API, or from reported loop-trip distance","Trip Mode, derived",Count of People on Trip,Count of Household Members on Trip,Household Vehicle Identifier Used on Trip,Transit wait time in minutes,Count of Transfers,Trip Time to Transit Station in Minutes,Parked or Dropped Off at Station,Time to Destination from Transit in Minutes,Person Identifier Who Drove on Trip,Trip Origin Purpose,Trip origin and destination at identical location,Household Vehicle Used on Trip,Household member drove on trip,Number of household members on trip including respondent,Number of non-household members on trip,Number of people on trip including respondent,Respondent was passenger on trip,Public transportation used on trip,"Generalized purpose of trip, home-based and non-home based",Time at destination,Weekend trip,"Trip distance in miles for personally driven vehicle trips, derived from route geometry returned by Google Maps API",Respondent drove on trip,Trip purpose summary,Household Person Identifier on Trip: 1,Household Person Identifier on Trip: 2,Household Person Identifier on Trip: 3,Household Person Identifier on Trip: 4,Household Person Identifier on Trip: 5,Household Person Identifier on Trip: 6,Household Person Identifier on Trip: 7,Household Person Identifier on Trip: 8,Household Person Identifier on Trip: 9,Household Person Identifier on Trip: 10,Household Person Identifier on Trip: 11,Household Person Identifier on Trip: 12,Household Person Identifier on Trip: 13,Unique identifier for every trip record in the file,Walk as mode used to get to public transit?,POV as mode used to get to public transit?,Bus as mode used to get to public transit?,Rail as mode used to get to public transit?,Subway as mode used to get to public transit?,Other mode used to get to public transit?,Walk as mode used to get from public transit?,POV as mode used to get from public transit?,Bus as mode used to get from public transit?,Rail as mode used to get from public transit?,Subway as mode used to get from public transit?,Other mode used to get from public transit?,Trip Destination Purpose,Travel day - day of week,Home Ownership,Count of household members,Count of household vehicles,Household income,Number of drivers in household,Household state,State FIPS for household address,Count of adult household members at least 18 years old,Number of workers in household,Date of travel day (YYYYMM),Person identifier of household respondent,"Life Cycle classification for the household, derived by attributes pertaining to age, relationship, and work status.","Metropolitan Statistical Area (MSA) category for the household's home address, based on household's home geocode and TIGER/Line Shapefiles.","Population size category of the Metropolitan Statistical Area (MSA), from the 2010-2014 five-year American Community Survey (ACS) API.",MSA heavy rail status for household,"Household's urban area classification, based on home address and 2014 TIGER/Line Shapefile",Urban area size where home address is located,Household in urban/rural area,"Price of gasoline, in cents, on respondent's travel day",2010 Census division classification for the respondent's home address,Census region classification for home address,"Grouping of household by combination of census division, MSA status, and presence of a subway system when population greater than 1 million",Race of household respondent,Hispanic status of household respondent,Core Based Statistical Area (CBSA) FIPS code for the respondent's home address,Sample where the case originated,Age,Educational Attainment,Gender,Primary Activity in Previous Week,Trip info from respondent or proxy,Worker status,"Driver status, derived",Final trip weight,Travel day trip purpose consistent with 1990 NPTS design.,"Trip distance in miles, adjusted for comparability to past surveys",Age (imputed),Gender (imputed),Vehicle Type,Urban / Rural indicator - Trip Origin Block group,Urban / Rural indicator - Trip Destination Block group,Category of the percent of renter-occupied housing in the census tract of the trip origin's location,Category of population density (persons per square mile) in the census tract of the trip origin's location,Category of housing units per square mile in the census tract of the trip origin's location,Category of workers per square mile in the census tract of the trip origin's location,Category of the percent of renter-occupied housing in the census block group of the trip origin's location,Category of population density (persons per square mile) in the census block group of the trip origin's location,Category of housing units per square mile in the census block group of the trip origin's location,Category of the percent of renter-occupied housing in the census tract of the trip destination's location,Category of population density (persons per square mile) in the census tract of the trip destination's location,Category of housing units per square mile in the census tract of the trip destination's location,Category of workers per square mile in the census tract of the trip destination's location,Category of the percent of renter-occupied housing in the census block group of the trip destination's location,Category of population density (persons per square mile) in the census block group of the trip destination's location,Category of housing units per square mile in the census block group of the trip destination's location
30040336,02,04,1900,1915,15,1.746,03,1,1,01,-1,-1,-1,-1,-1,02,03,02,01,01,2,0,2,02,02,NHB,45,01,1.746,01,40,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300403360204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,06,02,3,2,04,2,CA,06,2,2,201606,01,04,03,01,02,01,01,01,276.3,09,04,93,03,02,XXXXX,02,32,03,01,01,01,01,01,1191727.83074026,03,1.9469646,32,01,01,C,C,50,7000,3000,3000,60,7000,3000,70,3000,1500,1500,70,1500,750
40558843,02,03,1845,1900,15,3.262,03,1,1,01,-1,-1,-1,-1,-1,01,13,02,01,01,2,0,2,01,02,HBSHOP,-9,01,-1,02,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,405588430203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,01,2,1,05,2,CA,06,2,0,201701,01,10,01,05,01,01,05,01,265.9,09,04,91,01,02,31080,02,72,03,02,06,02,02,01,156899.634750356,04,3.6374562,72,02,01,U,U,0,50,50,25,0,50,50,0,7000,7000,1500,0,7000,7000
30030807,01,03,0130,0230,60,39.278,06,0,0,01,-1,-1,-1,-1,-1,01,01,02,01,01,1,0,1,02,02,HBW,-9,02,39.278,01,10,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300308070103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03,01,01,2,2,07,2,NY,36,2,1,201607,01,10,04,06,02,04,06,02,243.6,02,01,24,01,02,XXXXX,02,48,02,01,01,01,01,01,34745.4666049519,01,42.164933,48,01,04,R,S,05,300,50,75,05,300,300,20,1500,750,750,30,750,300
30390599,01,03,0145,0200,15,9.091,97,0,0,-1,-1,-1,-1,-1,-1,-1,03,02,02,-1,1,0,1,-1,02,HBW,-9,02,-1,-1,01,01,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,303905990103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,05,01,4,1,10,3,TX,48,2,1,201610,01,06,03,01,02,02,06,01,215.2,07,03,73,97,01,XXXXX,02,36,02,01,01,01,01,01,793170.556948396,01,9.091,36,01,-1,T,T,20,300,50,150,05,50,50,30,1500,750,750,40,1500,750
40654118,03,05,2115,2145,30,19.146,03,0,0,02,-1,-1,-1,-1,-1,03,15,02,01,01,1,0,1,02,02,HBSOCREC,-9,02,19.146,01,01,02,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,406541180305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,03,01,3,3,07,3,TX,48,3,2,201701,02,02,02,05,02,04,06,02,220.0,07,03,72,97,01,19100,02,23,03,02,05,01,01,01,207405.27055666,01,20.553231,23,02,01,C,T,60,7000,3000,3000,70,3000,3000,20,750,300,350,20,300,300
30256060,01,03,1600,1630,30,17.387,04,1,0,01,-1,-1,-1,-1,-1,01,03,02,01,01,1,1,2,02,02,HBW,-9,02,17.387,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,302560600103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,01,1,3,09,1,SC,45,1,1,201608,01,01,03,03,02,04,06,02,218.4,05,03,53,01,02,XXXXX,02,58,02,02,01,01,01,01,39511.5056104614,01,18.6649445,58,02,03,T,R,30,750,300,350,40,1500,750,05,50,50,25,05,50,50
30021547,02,03,1448,1453,5,1.899,04,0,0,01,-1,-1,-1,-1,-1,02,01,02,01,01,1,0,1,02,02,HBSHOP,13,02,1.899,01,40,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300215470203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,02,01,2,1,05,1,NY,36,2,1,201610,01,02,03,01,02,01,01,01,240.2,02,01,23,01,02,XXXXX,02,72,03,01,01,02,01,01,17009.4544356194,03,2.1175749,72,01,03,T,S,40,1500,750,750,30,1500,750,40,1500,750,750,50,1500,750
40026712,01,03,1020,1022,2,0.15,01,0,0,-1,-1,-1,-1,-1,-1,-1,11,02,02,-1,1,0,1,-1,02,NHB,38,01,-1,-1,40,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,400267120103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,01,01,2,2,-7,2,CA,06,2,0,201612,01,10,03,02,02,01,01,01,262.3,09,04,93,01,02,XXXXX,02,77,04,02,06,01,02,01,18624.6871034231,03,0.15,77,02,-1,T,T,30,300,300,150,30,750,300,30,300,300,150,30,750,300
40001652,02,01,0830,0850,20,4.738,06,1,0,01,-1,-1,-1,-1,-1,02,03,02,01,01,1,1,2,02,02,NHB,25,02,4.738,01,80,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,400016520201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,06,01,2,3,06,2,NC,37,2,2,201703,01,02,04,06,02,04,06,02,236.9,05,03,54,01,02,XXXXX,02,59,02,01,01,01,01,01,29752.1953212913,04,5.2833438,59,01,04,T,T,05,300,300,150,05,300,300,20,1500,1500,1500,05,1500,3000
30028132,02,04,2030,2035,5,0.17,01,2,2,-1,-1,-1,-1,-1,-1,-1,17,02,02,-1,3,0,3,-1,02,NHB,-9,01,-1,-1,20,02,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,300281320204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,09,07,01,4,3,10,2,TX,48,2,1,201608,01,04,02,05,02,01,04,01,205.2,07,03,72,97,01,26420,02,42,05,01,01,01,01,01,709354.337381596,05,0.17,42,01,-1,S,S,20,300,300,150,20,750,300,20,300,300,150,20,750,300
40198772,01,01,1152,1208,16,6.465,03,1,1,02,-1,-1,-1,-1,-1,02,03,02,01,01,2,0,2,01,02,NHB,12,02,-1,02,40,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,401987720101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,06,02,2,2,05,2,CA,06,2,1,201701,01,02,03,03,01,01,02,01,274.8,09,04,93,01,02,XXXXX,02,34,04,02,03,01,02,01,190226.997859001,04,7.2091215,34,02,01,S,S,40,750,300,350,60,7000,1500,40,7000,1500,3000,50,7000,1500
40047662,02,02,0640,0715,35,19.917,03,0,0,01,-1,-1,-1,-1,-1,02,13,02,01,01,1,0,1,02,02,NHB,595,02,19.917,01,10,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,400476620202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03,06,01,2,2,08,2,TX,48,2,1,201702,01,10,02,05,02,01,04,01,220.0,07,03,72,02,02,26420,01,66,05,02,01,01,01,01,85917.1279129247,01,21.3808995,66,02,01,T,S,30,300,300,150,20,300,50,60,7000,3000,3000,80,3000,750
40552180,01,09,1940,2007,27,9.201,06,2,2,01,-1,-1,-1,-1,-1,01,13,02,01,01,3,0,3,02,02,NHB,28,02,9.201,01,40,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,405521800109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,05,01,3,2,07,3,TX,48,3,3,201703,01,08,02,05,02,04,06,02,218.8,07,03,72,01,01,26420,01,46,04,02,01,01,01,01,198255.036296104,03,10.2600351,46,02,04,C,T,20,3000,1500,1500,20,7000,1500,20,300,300,150,30,3000,750
30357195,01,03,1015,1020,5,1.114,03,0,0,01,-1,-1,-1,-1,-1,01,01,02,01,01,1,0,1,02,02,HBSHOP,25,02,1.114,01,40,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,303571950103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,06,01,1,1,05,1,TX,48,1,0,201607,01,09,02,05,02,01,04,01,211.5,07,03,72,01,02,19100,02,69,05,02,06,01,02,01,16797.0188077688,03,1.2422214,69,02,01,U,S,20,7000,1500,3000,30,3000,1500,40,3000,1500,1500,05,3000,1500
30197764,01,08,2300,2315,15,4.785,03,3,0,01,-1,-1,-1,-1,-1,97,15,02,01,02,1,3,4,01,02,NHB,165,01,-1,02,50,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,301977640108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,07,02,2,2,05,2,WI,55,2,2,201611,01,02,03,03,02,01,02,01,216.6,03,02,33,01,02,XXXXX,02,24,04,01,01,01,01,01,322138.253923337,10,5.3357535,24,01,01,S,C,90,3000,1500,1500,90,3000,1500,80,17000,17000,5000,70,7000,7000
30278839,03,02,0945,0947,2,2.202,05,0,0,03,-1,-1,-1,-1,-1,03,18,02,01,01,1,0,1,02,02,HBO,-9,02,2.202,01,01,02,02,01,02,02,02,-1,-1,-1,-1,-1,-1,-1,302788390302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,03,01,6,3,-8,4,WI,55,4,2,201608,01,06,03,01,02,01,02,01,220.4,03,02,33,01,02,XXXXX,02,43,04,02,02,02,01,01,80412.1572559232,06,2.4554502,43,02,02,C,S,60,3000,1500,1500,80,7000,7000,40,7000,3000,3000,20,3000,1500
40331189,03,05,2115,2120,5,1.264,06,2,2,02,-1,-1,-1,-1,-1,01,15,02,01,01,3,0,3,01,02,NHB,10,02,-1,02,80,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,403311890305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,03,97,3,2,06,2,SC,45,1,2,201701,01,07,04,06,02,02,06,01,238.2,05,03,54,01,02,XXXXX,02,16,01,01,05,01,02,02,120390.663031343,10,1.4094864,16,01,04,T,T,05,750,300,350,05,750,300,30,300,300,150,50,750,300
30356638,02,06,1700,1720,20,4.602,03,0,0,03,-1,-1,-1,-1,-1,02,17,02,01,01,1,0,1,02,02,HBSOCREC,-9,01,4.602,01,01,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,303566380206,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,07,01,2,3,04,2,IA,19,2,1,201609,01,10,03,03,02,04,06,02,226.9,04,02,43,01,02,XXXXX,02,54,03,02,01,02,01,01,42538.6745793543,08,5.1316902,54,02,01,C,S,05,7000,3000,3000,05,7000,3000,30,3000,750,1500,20,1500,750
40689275,01,03,1611,1616,5,1.993,04,1,1,03,-1,-1,-1,-1,-1,01,01,02,01,01,2,0,2,02,02,HBO,12,02,1.993,01,40,01,02,02,02,01,-1,-1,-1,-1,-1,-1,-1,-1,406892750103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,05,01,5,3,06,2,TX,48,2,1,201702,01,04,03,02,02,01,01,01,218.1,07,03,73,01,02,XXXXX,02,32,02,02,04,01,02,01,121974.338836558,04,2.2223943,32,02,03,S,S,20,3000,1500,1500,20,3000,1500,20,3000,1500,1500,20,3000,1500
30023865,01,01,0743,0800,17,3.561,02,0,0,-1,-1,-1,-1,-1,-1,-1,01,02,02,-1,1,0,1,-1,02,HBW,562,02,-1,-1,10,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300238650101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03,03,02,3,2,07,2,CA,06,2,1,201608,01,04,04,06,02,02,06,01,263.7,09,04,94,01,02,XXXXX,02,33,04,01,01,01,01,01,22091.8447103786,01,3.561,33,01,-1,C,C,40,3000,1500,1500,40,3000,1500,60,7000,3000,3000,60,3000,750
30268138,04,04,1127,1145,18,13.73,04,1,1,02,-1,-1,-1,-1,-1,04,11,02,01,01,2,0,2,02,02,NHB,30,01,13.73,01,80,01,02,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,302681380404,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,07,02,4,5,06,4,WA,53,2,4,201609,01,08,04,06,02,04,06,02,271.7,09,04,94,01,02,XXXXX,01,17,01,01,05,01,01,01,2826025.99573905,10,15.310323,17,01,03,S,T,50,1500,750,750,70,1500,1500,05,300,300,150,05,300,300
30327001,02,04,1850,1905,15,4.352,04,1,1,01,-1,-1,-1,-1,-1,02,15,02,01,01,2,0,2,02,02,HBSOCREC,-9,01,4.352,01,01,01,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,303270010204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,06,01,4,2,07,2,CA,06,2,2,201609,01,04,04,06,02,02,06,01,271.7,09,04,94,01,02,XXXXX,02,34,05,01,01,02,01,01,48141.6970831085,10,4.8529152,34,01,03,R,R,20,300,300,75,20,300,50,30,300,50,25,30,750,300
40449746,01,02,0915,0923,8,2.838,03,1,1,01,-1,-1,-1,-1,-1,01,11,02,01,01,2,0,2,02,02,HBSHOP,357,02,2.838,01,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,404497460102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,03,01,2,1,05,1,NY,36,1,1,201612,01,05,03,01,02,02,06,01,255.3,02,01,23,01,02,XXXXX,02,34,05,02,01,01,01,01,38843.7935582644,03,3.1646538,34,02,01,T,T,20,300,50,75,30,750,300,40,3000,1500,1500,30,3000,1500
40640550,01,04,1300,1310,10,2.384,04,0,0,01,-1,-1,-1,-1,-1,01,03,02,01,01,1,0,1,02,02,NHB,10,01,2.384,01,80,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,406405500104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,07,02,1,2,11,1,CA,06,1,1,201703,01,01,02,05,02,01,04,01,292.0,09,04,92,01,02,41740,02,56,03,01,01,01,01,01,96627.1535089272,04,2.6583984,56,01,03,S,S,40,750,300,350,40,750,300,40,750,300,350,40,750,300
40457571,03,02,1157,1201,4,0.782,04,3,3,02,-1,-1,-1,-1,-1,02,16,02,01,01,4,0,4,01,02,HBSOCREC,-9,01,-1,02,01,01,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,404575710302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,01,4,4,09,2,CA,06,2,2,201701,01,06,03,02,02,01,01,01,274.8,09,04,93,01,02,XXXXX,02,9,-1,02,-1,02,-1,-1,41106.3122033031,10,0.8720082,9,02,03,T,S,30,300,300,150,40,300,50,30,3000,1500,1500,20,1500,750
30516975,06,01,0915,0930,15,5.208,04,3,2,02,-1,-1,-1,-1,-1,02,01,02,01,01,3,1,4,01,02,HBO,140,02,-1,02,97,02,01,02,02,01,01,-1,-1,-1,-1,-1,-1,-1,305169750601,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,02,01,6,4,07,4,CA,06,4,0,201609,01,06,01,05,01,01,02,01,271.6,09,04,91,01,02,40140,02,12,-1,01,-1,02,-1,-1,941443.099385027,04,5.8074408,12,01,03,S,S,30,1500,300,750,20,750,300,30,1500,750,350,20,1500,300
30118502,01,06,1735,1758,23,4.805,04,0,0,01,-1,-1,-1,-1,-1,01,03,02,01,01,1,0,1,02,02,HBW,28,02,4.805,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,301185020106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,04,02,1,1,06,1,TX,48,1,1,201606,01,01,02,04,02,01,04,01,219.8,07,03,72,01,02,12420,02,28,04,01,01,01,01,01,821881.469570548,01,5.1581675,28,01,03,U,U,50,3000,1500,1500,50,3000,1500,30,3000,1500,1500,50,7000,3000
40654360,02,06,1715,1800,45,15.547,04,1,1,01,-1,-1,-1,-1,-1,01,11,02,01,01,2,0,2,01,02,HBSHOP,-9,02,-1,02,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,406543600206,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,03,01,2,1,06,1,NY,36,2,0,201701,01,10,01,05,01,01,02,01,259.4,02,01,21,01,02,35620,02,74,02,02,06,02,02,02,51142.299885405,03,17.3364597,74,02,03,T,T,20,300,50,75,20,300,300,20,300,300,150,20,3000,1500
40529832,01,06,1642,1656,14,0.4,01,2,0,-1,-1,-1,-1,-1,-1,-1,01,01,02,-1,1,2,3,-1,02,HBO,-9,02,-1,-1,01,01,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,405298320106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,06,01,4,2,06,2,MD,24,2,2,201702,01,04,01,04,01,01,05,01,255.8,05,03,51,01,02,12580,02,30,04,02,01,01,01,01,1077873.42059088,10,0.4,30,02,-1,S,S,20,1500,300,750,20,3000,750,20,1500,300,750,20,3000,750
40313606,01,06,1426,1430,4,2.136,04,1,0,02,-1,-1,-1,-1,-1,01,12,02,01,01,1,1,2,02,02,HBSHOP,40,02,2.136,01,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,403136060106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,01,2,2,08,2,NY,36,2,0,201702,02,10,03,01,02,01,01,01,256.3,02,01,23,01,02,XXXXX,02,65,04,01,06,01,02,01,8114.23247317525,04,2.3818536,65,01,03,C,C,60,7000,3000,1500,60,3000,3000,30,3000,1500,1500,30,3000,1500
40310734,01,03,1230,1245,15,7.061,03,0,0,02,-1,-1,-1,-1,-1,01,01,02,01,01,1,0,1,02,02,HBO,225,02,7.061,01,20,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,403107340103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,08,05,01,2,2,04,2,NC,37,2,1,201703,02,10,03,01,02,01,01,01,235.4,05,03,53,01,02,XXXXX,02,67,04,01,06,01,01,01,17581.3329642172,05,7.8737211,67,01,01,S,T,50,1500,750,350,20,1500,750,30,300,50,75,50,750,300
40572147,01,05,1515,1545,30,4.756,03,1,0,97,-1,-1,-1,-1,-1,97,17,02,02,02,1,1,2,01,02,NHB,30,02,-1,02,40,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,405721470105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,02,01,2,2,11,2,GA,13,2,1,201612,01,02,03,01,02,01,01,01,239.6,05,03,53,01,02,XXXXX,02,68,05,02,97,01,02,01,22802.3997650848,03,5.3034156,68,02,-1,T,C,40,1500,300,350,50,1500,750,60,7000,3000,3000,90,7000,3000
30051799,01,02,1525,1535,10,3.508,03,1,0,97,-1,-1,-1,-1,-1,97,14,02,02,02,1,1,2,01,02,NHB,5,01,-1,02,40,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300517990102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,01,02,1,1,08,1,SC,45,1,1,201610,01,01,03,03,02,01,03,01,233.6,05,03,53,01,02,XXXXX,02,37,04,02,01,01,01,01,174761.15988196,04,3.9117708,37,02,-1,S,C,30,1500,750,1500,30,7000,3000,50,3000,3000,1500,40,3000,1500
30322446,01,03,0753,0755,2,0.121,01,0,0,-1,-1,-1,-1,-1,-1,-1,13,02,02,-1,1,0,1,-1,02,NHB,530,02,-1,-1,10,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,303224460103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03,05,01,2,2,11,2,HI,15,2,1,201607,01,10,03,03,02,01,03,01,278.7,09,04,93,03,02,XXXXX,01,58,05,02,01,01,01,01,269267.591291985,04,0.121,58,02,-1,U,U,70,30000,17000,5000,80,17000,17000,70,30000,17000,5000,80,17000,17000
40135284,01,03,1100,1120,20,7.376,03,0,0,02,-1,-1,-1,-1,-1,01,03,02,01,01,1,0,1,02,02,NHB,55,02,7.376,01,40,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,401352840103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,06,01,3,2,06,2,TX,48,2,2,201612,01,06,03,03,02,01,03,01,211.8,07,03,73,01,02,XXXXX,02,62,04,01,01,01,01,01,119665.610891512,04,8.2249776,62,01,01,U,U,40,3000,1500,1500,40,3000,750,60,3000,1500,1500,60,7000,3000
30547030,04,04,1545,1551,6,0.717,06,3,2,01,-1,-1,-1,-1,-1,01,12,02,01,01,3,1,4,01,02,HBSHOP,39,01,-1,02,01,01,02,02,01,01,02,-1,-1,-1,-1,-1,-1,-1,305470300404,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,07,01,6,2,09,2,TX,48,2,2,201605,01,04,02,05,02,01,04,01,209.9,07,03,72,01,01,26420,02,8,-1,01,-1,02,-1,-1,920468.565856622,04,0.7995267,8,01,04,S,C,50,7000,3000,3000,40,7000,1500,05,7000,1500,3000,05,7000,3000
40455804,01,04,1825,1833,8,4.501,03,1,1,01,-1,-1,-1,-1,-1,01,13,02,01,01,2,0,2,02,02,HBSHOP,-9,01,4.501,01,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,404558040104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,06,01,2,2,-7,2,TX,48,2,1,201611,01,10,03,02,02,01,01,01,208.7,07,03,73,01,02,XXXXX,02,67,04,01,06,01,02,01,24305.0060029413,10,5.0190651,67,01,01,S,C,40,1500,300,350,50,3000,1500,70,3000,1500,1500,60,3000,1500
40579656,02,03,0820,0825,5,1.027,03,0,0,02,-1,-1,-1,-1,-1,02,01,02,01,01,1,0,1,02,02,HBSHOP,2,02,1.027,01,40,02,01,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,405796560203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,03,01,5,2,07,2,GA,13,2,2,201611,01,04,03,03,02,01,02,01,223.0,05,03,53,01,02,XXXXX,02,35,05,01,01,01,01,01,53703.9362888064,03,1.1452077,35,01,01,C,S,30,3000,1500,1500,20,3000,1500,30,3000,1500,750,20,3000,1500
30260829,03,01,1530,1615,45,29.18,06,0,0,02,-1,-1,-1,-1,-1,03,03,02,01,01,1,0,1,02,02,HBW,45,02,29.18,01,01,02,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,302608290301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,04,01,4,3,10,3,TX,48,3,2,201609,01,04,03,02,02,01,02,01,207.6,07,03,73,01,02,XXXXX,02,23,02,01,01,02,01,01,187576.242200229,01,31.32473,23,01,04,R,S,30,50,50,25,30,50,50,05,3000,1500,1500,05,3000,1500
40701931,01,02,1752,1815,23,9.018,06,0,0,01,-1,-1,-1,-1,-1,01,03,02,01,01,1,0,1,02,02,HBW,8,02,9.018,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,407019310102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,04,01,1,1,08,1,TX,48,1,1,201703,01,01,02,05,02,01,04,01,219.9,07,03,72,01,01,26420,02,26,04,01,01,01,01,01,222639.671009575,01,9.680823,26,01,04,U,U,30,3000,1500,3000,05,3000,1500,70,7000,7000,5000,60,7000,7000
40635597,02,02,0735,0750,15,3.624,03,0,0,01,-1,-1,-1,-1,-1,02,06,02,01,01,1,0,1,02,02,NHB,555,02,3.624,01,10,02,01,02,02,02,02,-1,-1,-1,-1,-1,-1,-1,406355970202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03,05,01,6,2,11,2,TX,48,2,1,201704,01,04,02,05,02,01,04,01,223.6,07,03,72,01,02,26420,02,35,05,01,01,01,01,01,264705.235775281,01,3.890364,35,01,01,S,U,05,7000,3000,1500,20,7000,3000,50,17000,7000,5000,60,17000,17000
